pk,cod_comuna,comuna,fecha,violencia_o_intimidacion,sorpresa,fuerza,vehiculo,acce_vehiculo,lugar_habitado,lugar_no_habitado,otros_robos_fuerza,hurtos,lesiones,lesiones_leves,lesiones_graves,homicidios,violacion
306,8314,Alto Biobío,1/6/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,8314,Alto Biobío,1/7/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,8314,Alto Biobío,1/8/05,0,0,0,0,0,0,0,0,1,0,0,0,0,0
309,8314,Alto Biobío,1/9/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,8314,Alto Biobío,1/10/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,8314,Alto Biobío,1/11/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,8314,Alto Biobío,1/12/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,8314,Alto Biobío,1/1/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,8314,Alto Biobío,1/2/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,8314,Alto Biobío,1/3/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,8314,Alto Biobío,1/4/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,8314,Alto Biobío,1/5/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,8314,Alto Biobío,1/6/06,0,0,1,0,0,0,1,0,0,0,0,0,0,0
319,8314,Alto Biobío,1/7/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,8314,Alto Biobío,1/8/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,8314,Alto Biobío,1/9/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,8314,Alto Biobío,1/10/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,8314,Alto Biobío,1/11/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,8314,Alto Biobío,1/12/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,8314,Alto Biobío,1/1/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,8314,Alto Biobío,1/2/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,8314,Alto Biobío,1/3/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,8314,Alto Biobío,1/4/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,8314,Alto Biobío,1/5/07,0,0,0,0,0,0,0,0,0,0,0,0,1,0
330,8314,Alto Biobío,1/6/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,8314,Alto Biobío,1/7/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,8314,Alto Biobío,1/8/07,0,0,1,0,0,0,1,0,0,0,0,0,0,0
333,8314,Alto Biobío,1/9/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,8314,Alto Biobío,1/10/07,0,0,0,0,0,0,0,0,0,1,1,0,0,0
335,8314,Alto Biobío,1/11/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,8314,Alto Biobío,1/12/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,8314,Alto Biobío,1/1/08,0,0,0,0,0,0,0,0,1,0,0,0,0,0
338,8314,Alto Biobío,1/2/08,0,0,0,0,0,0,0,0,0,1,1,0,0,0
339,8314,Alto Biobío,1/3/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,8314,Alto Biobío,1/4/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,8314,Alto Biobío,1/5/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,8314,Alto Biobío,1/6/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,8314,Alto Biobío,1/7/08,0,0,1,1,0,0,0,0,0,1,0,1,0,0
344,8314,Alto Biobío,1/8/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,8314,Alto Biobío,1/9/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,8314,Alto Biobío,1/10/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,8314,Alto Biobío,1/11/08,0,0,0,0,0,0,0,0,0,1,1,0,0,0
348,8314,Alto Biobío,1/12/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,8314,Alto Biobío,1/1/09,0,0,0,0,0,0,0,0,1,0,0,0,0,0
350,8314,Alto Biobío,1/2/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,8314,Alto Biobío,1/3/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,8314,Alto Biobío,1/4/09,0,0,1,0,0,1,0,0,0,0,0,0,0,0
353,8314,Alto Biobío,1/5/09,0,0,0,0,0,0,0,0,0,1,0,1,0,0
354,8314,Alto Biobío,1/6/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,8314,Alto Biobío,1/7/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,8314,Alto Biobío,1/8/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,8314,Alto Biobío,1/9/09,0,0,0,0,0,0,0,0,0,2,1,1,0,0
358,8314,Alto Biobío,1/10/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,8314,Alto Biobío,1/11/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,8314,Alto Biobío,1/12/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,8314,Alto Biobío,1/1/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,8314,Alto Biobío,1/2/10,0,0,0,0,0,0,0,0,0,1,0,1,0,0
363,8314,Alto Biobío,1/3/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,8314,Alto Biobío,1/4/10,0,0,0,0,0,0,0,0,0,1,0,1,0,0
365,8314,Alto Biobío,1/5/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,8314,Alto Biobío,1/6/10,0,0,0,0,0,0,0,0,0,2,1,1,0,0
367,8314,Alto Biobío,1/7/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,8314,Alto Biobío,1/8/10,0,0,0,0,0,0,0,0,0,1,1,0,0,0
369,8314,Alto Biobío,1/9/10,0,0,0,0,0,0,0,0,0,1,1,0,0,0
370,8314,Alto Biobío,1/10/10,0,0,0,0,0,0,0,0,0,1,0,1,0,0
371,8314,Alto Biobío,1/11/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,8314,Alto Biobío,1/12/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,8314,Alto Biobío,1/1/11,0,0,0,0,0,0,0,0,1,0,0,0,0,0
374,8314,Alto Biobío,1/2/11,0,0,0,0,0,0,0,0,0,2,1,1,0,0
375,8314,Alto Biobío,1/3/11,0,0,0,0,0,0,0,0,0,1,1,0,0,0
376,8314,Alto Biobío,1/4/11,0,0,0,0,0,0,0,0,0,1,1,0,0,0
377,8314,Alto Biobío,1/5/11,0,0,0,0,0,0,0,0,0,1,1,0,0,0
378,8314,Alto Biobío,1/6/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,8314,Alto Biobío,1/7/11,0,0,0,0,0,0,0,0,1,0,0,0,0,0
380,8314,Alto Biobío,1/8/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,8314,Alto Biobío,1/9/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,8314,Alto Biobío,1/10/11,0,0,0,0,0,0,0,0,0,1,1,0,0,0
383,8314,Alto Biobío,1/11/11,0,0,0,0,0,0,0,0,0,2,1,1,0,0
384,8314,Alto Biobío,1/12/11,0,0,0,0,0,0,0,0,0,0,0,0,0,1
385,8314,Alto Biobío,1/1/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,8314,Alto Biobío,1/2/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,8314,Alto Biobío,1/3/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,8314,Alto Biobío,1/4/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,8314,Alto Biobío,1/5/12,0,0,0,0,0,0,0,0,0,1,1,0,0,0
390,8314,Alto Biobío,1/6/12,0,0,0,0,0,0,0,0,1,1,1,0,0,0
391,8314,Alto Biobío,1/7/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,8314,Alto Biobío,1/8/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,8314,Alto Biobío,1/9/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,8314,Alto Biobío,1/10/12,0,0,0,0,0,0,0,0,0,1,1,0,0,0
395,8314,Alto Biobío,1/11/12,0,0,0,0,0,0,0,0,1,0,0,0,0,1
396,8314,Alto Biobío,1/12/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,8314,Alto Biobío,1/1/13,0,0,0,0,0,0,0,0,0,1,1,0,0,0
398,8314,Alto Biobío,1/2/13,1,0,1,0,0,0,1,0,0,0,0,0,0,0
399,8314,Alto Biobío,1/3/13,0,0,0,0,0,0,0,0,1,0,0,0,0,0
400,8314,Alto Biobío,1/4/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,8314,Alto Biobío,1/5/13,0,0,0,0,0,0,0,0,0,0,0,0,0,1
402,8314,Alto Biobío,1/6/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,8314,Alto Biobío,1/7/13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
404,8314,Alto Biobío,1/8/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,8314,Alto Biobío,1/9/13,0,0,1,0,0,0,1,0,0,0,0,0,0,0
406,8314,Alto Biobío,1/10/13,0,0,0,0,0,0,0,0,0,3,2,1,0,0
407,8314,Alto Biobío,1/11/13,0,0,0,0,0,0,0,0,0,2,2,0,0,0
408,8314,Alto Biobío,1/12/13,0,0,0,0,0,0,0,0,1,2,1,1,0,0
409,8314,Alto Biobío,1/1/14,0,0,0,0,0,0,0,0,0,1,1,0,0,0
410,8314,Alto Biobío,1/2/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,8314,Alto Biobío,1/3/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,8314,Alto Biobío,1/4/14,0,0,0,0,0,0,0,0,0,1,0,1,0,0
413,8314,Alto Biobío,1/5/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,8314,Alto Biobío,1/6/14,0,0,0,0,0,0,0,0,0,4,4,0,0,0
415,8314,Alto Biobío,1/7/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,8314,Alto Biobío,1/8/14,0,0,0,0,0,0,0,0,0,1,1,0,0,0
417,8314,Alto Biobío,1/9/14,0,0,0,0,0,0,0,0,0,2,1,1,0,0
418,8314,Alto Biobío,1/10/14,0,0,1,0,0,1,0,0,0,1,1,0,0,0
419,8314,Alto Biobío,1/11/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,8314,Alto Biobío,1/12/14,0,0,0,0,0,0,0,0,0,1,1,0,0,0
421,8314,Alto Biobío,1/1/15,0,0,0,0,0,0,0,0,0,1,1,0,0,0
422,8314,Alto Biobío,1/2/15,1,0,0,0,0,0,0,0,0,1,1,0,0,0
423,8314,Alto Biobío,1/3/15,0,0,0,0,0,0,0,0,0,1,0,1,0,0
424,8314,Alto Biobío,1/4/15,0,0,0,0,0,0,0,0,0,1,0,1,0,0
425,8314,Alto Biobío,1/5/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,8314,Alto Biobío,1/6/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,8314,Alto Biobío,1/7/15,0,0,0,0,0,0,0,0,0,1,1,0,1,0
428,8314,Alto Biobío,1/8/15,0,0,0,0,0,0,0,0,0,1,1,0,0,0
429,8314,Alto Biobío,1/9/15,0,1,0,0,0,0,0,0,0,0,0,0,0,0
430,8314,Alto Biobío,1/10/15,0,0,0,0,0,0,0,0,0,1,1,0,0,0
431,8314,Alto Biobío,1/11/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,8314,Alto Biobío,1/12/15,0,0,0,0,0,0,0,0,0,1,0,1,0,0
433,8314,Alto Biobío,1/1/16,0,0,0,0,0,0,0,0,0,2,2,0,0,0
434,8314,Alto Biobío,1/2/16,0,0,0,0,0,0,0,0,1,1,1,0,0,0
435,8314,Alto Biobío,1/3/16,0,0,0,0,0,0,0,0,0,1,1,0,0,0
436,8314,Alto Biobío,1/4/16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
437,8314,Alto Biobío,1/5/16,0,0,0,0,0,0,0,0,0,1,1,0,0,0
438,8314,Alto Biobío,1/6/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,8314,Alto Biobío,1/7/16,0,0,0,0,0,0,0,0,0,2,0,2,0,0
440,8314,Alto Biobío,1/8/16,0,0,0,0,0,0,0,0,0,1,0,1,0,0
441,8314,Alto Biobío,1/9/16,0,0,0,0,0,0,0,0,0,4,3,1,0,1
442,8314,Alto Biobío,1/10/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,8314,Alto Biobío,1/11/16,0,0,0,0,0,0,0,0,0,1,0,1,0,0
444,8314,Alto Biobío,1/12/16,0,0,0,0,0,0,0,0,0,1,1,0,0,0
445,8314,Alto Biobío,1/1/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,8314,Alto Biobío,1/2/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,8314,Alto Biobío,1/3/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,8314,Alto Biobío,1/4/17,0,0,0,0,0,0,0,0,0,3,2,1,0,0
449,8314,Alto Biobío,1/5/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,8314,Alto Biobío,1/6/17,0,0,0,0,0,0,0,0,0,1,1,0,0,0
451,3302,Alto del Carmen,1/1/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,3302,Alto del Carmen,1/2/05,0,0,2,0,0,2,0,0,1,0,0,0,0,0
453,3302,Alto del Carmen,1/3/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,3302,Alto del Carmen,1/4/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,3302,Alto del Carmen,1/5/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,3302,Alto del Carmen,1/6/05,0,0,1,0,0,1,0,0,1,0,0,0,0,0
457,3302,Alto del Carmen,1/7/05,0,0,1,0,0,0,1,0,0,1,0,1,0,0
458,3302,Alto del Carmen,1/8/05,0,0,1,0,0,1,0,0,0,1,1,0,0,0
459,3302,Alto del Carmen,1/9/05,0,0,0,0,0,0,0,0,2,1,1,0,0,0
460,3302,Alto del Carmen,1/10/05,0,0,0,0,0,0,0,0,1,0,0,0,0,0
461,3302,Alto del Carmen,1/11/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,3302,Alto del Carmen,1/12/05,0,0,0,0,0,0,0,0,0,1,1,0,0,0
463,3302,Alto del Carmen,1/1/06,0,0,0,0,0,0,0,0,1,0,0,0,0,0
464,3302,Alto del Carmen,1/2/06,0,0,0,0,0,0,0,0,0,1,1,0,0,0
465,3302,Alto del Carmen,1/3/06,0,0,0,0,0,0,0,0,0,1,1,0,0,0
466,3302,Alto del Carmen,1/4/06,0,0,0,0,0,0,0,0,1,1,1,0,0,0
467,3302,Alto del Carmen,1/5/06,0,0,0,0,0,0,0,0,1,0,0,0,0,0
468,3302,Alto del Carmen,1/6/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,3302,Alto del Carmen,1/7/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,3302,Alto del Carmen,1/8/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,3302,Alto del Carmen,1/9/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,3302,Alto del Carmen,1/10/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,3302,Alto del Carmen,1/11/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,3302,Alto del Carmen,1/12/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,3302,Alto del Carmen,1/1/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,3302,Alto del Carmen,1/2/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,3302,Alto del Carmen,1/3/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,3302,Alto del Carmen,1/4/07,0,0,0,0,0,0,0,0,0,1,1,0,0,0
479,3302,Alto del Carmen,1/5/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,3302,Alto del Carmen,1/6/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,3302,Alto del Carmen,1/7/07,0,1,1,0,0,1,0,0,0,1,0,1,0,0
482,3302,Alto del Carmen,1/8/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,3302,Alto del Carmen,1/9/07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,3302,Alto del Carmen,1/10/07,0,0,0,0,0,0,0,0,0,1,1,0,0,0
485,3302,Alto del Carmen,1/11/07,0,0,1,0,0,1,0,0,0,1,1,0,0,0
486,3302,Alto del Carmen,1/12/07,0,0,0,0,0,0,0,0,0,1,1,0,0,0
487,3302,Alto del Carmen,1/1/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,3302,Alto del Carmen,1/2/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,3302,Alto del Carmen,1/3/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,3302,Alto del Carmen,1/4/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,3302,Alto del Carmen,1/5/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,3302,Alto del Carmen,1/6/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,3302,Alto del Carmen,1/7/08,0,0,0,0,0,0,0,0,0,2,2,0,0,0
494,3302,Alto del Carmen,1/8/08,0,0,1,0,0,1,0,0,0,1,1,0,0,0
495,3302,Alto del Carmen,1/9/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,3302,Alto del Carmen,1/10/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,3302,Alto del Carmen,1/11/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,3302,Alto del Carmen,1/12/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,3302,Alto del Carmen,1/1/09,0,0,0,0,0,0,0,0,0,2,2,0,0,0
500,3302,Alto del Carmen,1/2/09,0,0,0,0,0,0,0,0,1,1,1,0,0,0
501,3302,Alto del Carmen,1/3/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,3302,Alto del Carmen,1/4/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,3302,Alto del Carmen,1/5/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,3302,Alto del Carmen,1/6/09,0,0,0,0,0,0,0,0,0,3,2,1,0,0
505,3302,Alto del Carmen,1/7/09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,3302,Alto del Carmen,1/8/09,0,0,0,0,0,0,0,0,0,1,0,1,0,0
507,3302,Alto del Carmen,1/9/09,0,0,0,0,0,0,0,0,0,1,0,1,0,0
508,3302,Alto del Carmen,1/10/09,0,0,0,0,0,0,0,0,0,1,1,0,0,0
509,3302,Alto del Carmen,1/11/09,0,0,0,0,0,0,0,0,0,1,1,0,0,0
510,3302,Alto del Carmen,1/12/09,0,0,0,0,0,0,0,0,1,1,1,0,0,0
511,3302,Alto del Carmen,1/1/10,0,0,0,0,0,0,0,0,0,3,3,0,0,0
512,3302,Alto del Carmen,1/2/10,0,0,1,0,0,1,0,0,1,0,0,0,0,0
513,3302,Alto del Carmen,1/3/10,0,0,0,0,0,0,0,0,0,1,0,1,0,0
514,3302,Alto del Carmen,1/4/10,0,0,1,0,0,0,1,0,0,0,0,0,0,0
515,3302,Alto del Carmen,1/5/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,3302,Alto del Carmen,1/6/10,0,0,0,0,0,0,0,0,1,0,0,0,0,0
517,3302,Alto del Carmen,1/7/10,0,0,1,0,0,1,0,0,1,1,0,1,0,0
518,3302,Alto del Carmen,1/8/10,0,0,1,0,0,0,1,0,0,0,0,0,0,0
519,3302,Alto del Carmen,1/9/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,3302,Alto del Carmen,1/10/10,0,0,0,0,0,0,0,0,0,1,1,0,0,0
521,3302,Alto del Carmen,1/11/10,0,0,0,0,0,0,0,0,0,1,1,0,0,0
522,3302,Alto del Carmen,1/12/10,0,0,0,0,0,0,0,0,1,4,4,0,0,0
523,3302,Alto del Carmen,1/1/11,0,0,0,0,0,0,0,0,1,1,0,1,0,0
524,3302,Alto del Carmen,1/2/11,0,0,0,0,0,0,0,0,0,3,1,2,0,0
525,3302,Alto del Carmen,1/3/11,0,0,0,0,0,0,0,0,0,2,1,1,0,0
526,3302,Alto del Carmen,1/4/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,3302,Alto del Carmen,1/5/11,0,0,1,0,0,0,1,0,0,1,0,1,0,0
528,3302,Alto del Carmen,1/6/11,0,0,0,0,0,0,0,0,2,0,0,0,0,0
529,3302,Alto del Carmen,1/7/11,0,0,0,0,0,0,0,0,1,0,0,0,0,0
530,3302,Alto del Carmen,1/8/11,0,0,0,0,0,0,0,0,0,1,0,1,1,0
531,3302,Alto del Carmen,1/9/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,3302,Alto del Carmen,1/10/11,0,0,0,0,0,0,0,0,0,5,1,4,0,0
533,3302,Alto del Carmen,1/11/11,0,0,0,0,0,0,0,0,0,2,2,0,0,0
534,3302,Alto del Carmen,1/12/11,0,0,1,0,0,1,0,0,0,1,0,1,0,0
535,3302,Alto del Carmen,1/1/12,0,0,0,0,0,0,0,0,2,0,0,0,0,0
536,3302,Alto del Carmen,1/2/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,3302,Alto del Carmen,1/3/12,0,0,0,0,0,0,0,0,0,1,1,0,0,0
538,3302,Alto del Carmen,1/4/12,0,0,0,0,0,0,0,0,1,2,2,0,0,0
539,3302,Alto del Carmen,1/5/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,3302,Alto del Carmen,1/6/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,3302,Alto del Carmen,1/7/12,0,0,0,0,0,0,0,0,1,0,0,0,0,0
542,3302,Alto del Carmen,1/8/12,0,0,0,0,0,0,0,0,0,2,2,0,0,0
543,3302,Alto del Carmen,1/9/12,0,0,0,0,0,0,0,0,0,1,1,0,0,0
544,3302,Alto del Carmen,1/10/12,0,0,0,0,0,0,0,0,0,1,1,0,0,0
545,3302,Alto del Carmen,1/11/12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,3302,Alto del Carmen,1/12/12,0,0,1,0,0,1,0,0,0,2,2,0,0,0
547,3302,Alto del Carmen,1/1/13,0,0,0,0,0,0,0,0,0,1,1,0,0,0
548,3302,Alto del Carmen,1/2/13,0,0,0,0,0,0,0,0,1,1,1,0,0,0
549,3302,Alto del Carmen,1/3/13,0,0,0,0,0,0,0,0,1,0,0,0,0,0
550,3302,Alto del Carmen,1/4/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,3302,Alto del Carmen,1/5/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,3302,Alto del Carmen,1/6/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,3302,Alto del Carmen,1/7/13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,3302,Alto del Carmen,1/8/13,0,0,0,0,0,0,0,0,0,1,1,0,0,0
555,3302,Alto del Carmen,1/9/13,0,0,0,0,0,0,0,0,0,2,1,1,0,0
556,3302,Alto del Carmen,1/10/13,0,0,0,0,0,0,0,0,1,3,3,0,0,0
557,3302,Alto del Carmen,1/11/13,0,0,0,0,0,0,0,0,0,1,1,0,0,0
558,3302,Alto del Carmen,1/12/13,0,0,0,0,0,0,0,0,0,3,1,2,0,0
559,3302,Alto del Carmen,1/1/14,0,0,1,0,1,0,0,0,0,1,1,0,0,0
560,3302,Alto del Carmen,1/2/14,0,0,0,0,0,0,0,0,0,2,2,0,0,0
561,3302,Alto del Carmen,1/3/14,0,0,0,0,0,0,0,0,0,1,1,0,0,0
562,3302,Alto del Carmen,1/4/14,0,0,0,0,0,0,0,0,0,1,0,1,0,0
563,3302,Alto del Carmen,1/5/14,0,0,0,0,0,0,0,0,0,1,1,0,0,0
564,3302,Alto del Carmen,1/6/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,3302,Alto del Carmen,1/7/14,0,0,1,0,0,1,0,0,0,1,0,1,0,0
566,3302,Alto del Carmen,1/8/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,3302,Alto del Carmen,1/9/14,0,0,0,0,0,0,0,0,0,1,1,0,0,0
568,3302,Alto del Carmen,1/10/14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,3302,Alto del Carmen,1/11/14,0,0,0,0,0,0,0,0,0,0,0,0,0,1
570,3302,Alto del Carmen,1/12/14,0,0,0,0,0,0,0,0,0,2,1,1,0,0
571,3302,Alto del Carmen,1/1/15,0,0,1,0,0,0,1,0,1,0,0,0,0,0
572,3302,Alto del Carmen,1/2/15,0,0,0,0,0,0,0,0,0,1,1,0,0,0
573,3302,Alto del Carmen,1/3/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,3302,Alto del Carmen,1/4/15,0,0,0,0,0,0,0,0,1,0,0,0,0,0
575,3302,Alto del Carmen,1/5/15,0,0,0,0,0,0,0,0,1,0,0,0,0,0
576,3302,Alto del Carmen,1/6/15,0,0,1,0,0,0,1,0,1,0,0,0,0,0
577,3302,Alto del Carmen,1/7/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,3302,Alto del Carmen,1/8/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,3302,Alto del Carmen,1/9/15,0,0,1,0,0,0,1,0,0,0,0,0,0,0
580,3302,Alto del Carmen,1/10/15,0,0,1,0,0,1,0,0,0,0,0,0,0,0
581,3302,Alto del Carmen,1/11/15,0,0,1,0,1,0,0,0,0,1,1,0,0,0
582,3302,Alto del Carmen,1/12/15,0,0,0,0,0,0,0,0,0,2,1,1,0,0
583,3302,Alto del Carmen,1/1/16,1,0,1,0,0,1,0,0,0,0,0,0,0,0
584,3302,Alto del Carmen,1/2/16,0,0,1,0,1,0,0,0,0,1,1,0,0,0
585,3302,Alto del Carmen,1/3/16,0,0,1,0,0,1,0,0,0,1,1,0,0,0
586,3302,Alto del Carmen,1/4/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,3302,Alto del Carmen,1/5/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,3302,Alto del Carmen,1/6/16,0,0,0,0,0,0,0,0,1,2,2,0,0,0
589,3302,Alto del Carmen,1/7/16,0,0,0,0,0,0,0,0,2,0,0,0,0,0
590,3302,Alto del Carmen,1/8/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,3302,Alto del Carmen,1/9/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,3302,Alto del Carmen,1/10/16,0,0,0,0,0,0,0,0,0,1,1,0,0,0
593,3302,Alto del Carmen,1/11/16,0,0,0,0,0,0,0,0,1,0,0,0,0,0
594,3302,Alto del Carmen,1/12/16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,3302,Alto del Carmen,1/1/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,3302,Alto del Carmen,1/2/17,0,0,0,0,0,0,0,0,0,1,1,0,0,0
597,3302,Alto del Carmen,1/3/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
